0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;%dCFAThpig;StaDCP;AppDCP;DC(S+S);DCNFEh;CP;SumAA;SumFA;%FAinCFATfraction
5010.6103;Grass meal, CP 160 - 200 g_kg;;;;;;;3.9;1.5;1.0;4.1;1.4;3.8;4.1;4.3;1.9;6.9;2.7;5.2;6.4;9.1;10.0;4.6;4.6;4.0;;;0.2;2.0;16.0;2.0;2.0;3.0;13.0;60.0;;;68.0;;;;75.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;;57.0;72.0;62.0;;100.0;;;;;;;;;;;;;;;;;;;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;;68.0;28.0;;;;;;;;;;;68.0;43.0;35.0;;;;;;;;;75.0;;;;;;;;;;43.0;;62.0;62.0;57.0;60.0;58.0;60.0;58.0;59.0;59.0;59.0;59.0;60.0;62.0;59.0;60.0;61.0;60.0;59.0;;79.0;51.0;20.0;74.0;;68.0;62.0;;;;;60.0;38.0;30.0;25.0;100.0;26.0;85.0;79.4;98.2;50.0
8020.000;Fat_oil, Tallow;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;2.1;26.9;2.5;19.3;37.0;4.9;4.3;3.0;;;90.0;;;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.0;;;;;;;;;;;;75.0;;;;;;;;;;;;;;;;;;;;75.0;;;;;;;;;;;;;;;;;;;;;;90.0;;;;;90.0;;;;;;89.0;;;;;;;100.0;90.0
4004.000;Sugarbeets, fresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;20.0;71.0;95.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;86.0;;;;;;;;;;;;;;
5004.6093;Lucerne (alfalfa), artificially dried, CP 160 - 180 g_kg;;;;;;;4.3;1.5;1.0;4.0;1.4;4.0;4.1;4.6;2.0;6.9;3.1;5.1;5.1;11.1;9.6;4.7;4.8;4.2;;;;;;;;;;;;;67.0;;;;63.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.5;;
1005.105;Barley, mill by-product;;;;;;;4.3;1.9;2.0;3.6;1.1;3.5;5.8;4.3;1.9;6.6;3.1;5.0;4.8;6.9;18.1;4.6;7.2;4.4;;;;0.4;23.0;0.4;1.0;13.0;56.0;6.0;;;73.0;89.0;35.0;73.0;67.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64.0;;15.0;62.0;55.0;;100.0;;;;;;;;;;;;;;;;;;;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;65.0;64.0;;;;;;;;;;;;;;70.0;74.0;48.0;;;;;;;;;27.0;;;;;;;;;;74.0;;68.0;67.0;57.0;64.0;61.0;67.0;59.0;66.0;60.0;65.0;60.0;65.0;68.0;65.0;63.0;64.0;52.0;61.0;;;;;;;73.0;65.0;;;;;28.0;75.0;30.0;26.0;;;65.0;89.1;99.8;70.0
1002.629;Maize, chemical_heat treated;;;;;;;2.9;2.1;2.2;3.6;0.7;3.4;4.7;4.8;3.0;12.1;3.7;4.8;7.5;6.7;18.1;3.9;8.9;4.8;;;0.2;0.2;12.0;0.2;2.0;28.0;55.0;1.0;1.0;;60.0;90.0;51.0;94.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.0;;51.0;95.0;92.0;;100.0;;;;;;;;;;;;;;;;;;;76.0;88.0;83.0;78.0;79.0;83.0;90.0;86.0;85.0;88.0;84.0;82.0;85.0;81.0;86.0;81.0;84.0;84.0;;85.0;88.0;;;;;;;;;;;83.0;83.0;91.0;;;;;;;;;30.0;;;;;;;;;;83.0;;90.0;94.0;86.0;83.0;85.0;93.0;93.0;93.0;90.0;94.0;88.0;90.0;93.0;89.0;95.0;86.0;91.0;91.0;;62.0;87.0;40.0;89.0;;73.0;86.0;;;;;63.0;83.0;27.0;21.0;99.0;85.0;84.0;97.9;99.6;90.0
8006.000;Fat_oil, Animal fat;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.3;0.3;2.0;24.0;3.0;14.0;41.0;10.0;1.0;1.0;;;90.0;;;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.0;;;;;;90.0;;;;;;;100.0;
4007.611;Sweet potatoes, dried;;;;;;;4.0;1.6;1.4;3.2;1.1;3.1;4.1;4.0;1.6;5.5;2.7;3.9;4.2;11.4;13.0;3.7;4.0;3.4;;;;;;;;;;;;;;53.0;11.0;92.0;85.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0;;81.0;96.0;93.0;;100.0;;;;;;;;;;;;;;;;;;;49.0;54.0;41.0;50.0;48.0;48.0;63.0;35.0;41.0;49.0;46.0;48.0;50.0;47.0;54.0;44.0;46.0;44.0;;41.0;89.0;;;;;;;;;;;20.0;;91.0;;;;;;;;;74.0;;;;;;;;;;;;57.0;58.0;51.0;53.0;52.0;55.0;51.0;56.0;51.0;55.0;53.0;55.0;58.0;54.0;53.0;53.0;54.0;51.0;;40.0;;92.0;92.0;;;;;;;;73.0;15.0;60.0;46.0;100.0;86.0;42.0;75.9;;
1002.308;Maize, distillers solubles, dried;;;;;;;2.4;1.8;1.7;3.7;0.9;3.6;3.9;4.5;2.6;9.6;3.3;4.9;6.2;6.4;17.4;3.9;8.9;4.6;;;0.2;0.2;12.0;0.2;2.0;28.0;55.0;1.0;1.0;;76.0;87.0;81.0;85.0;82.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;;34.0;57.0;60.0;;100.0;;;;;;;;;;;;;;;;;;;64.0;86.0;75.0;75.0;70.0;84.0;91.0;86.0;88.0;87.0;85.0;83.0;78.0;74.0;81.0;71.0;77.0;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;80.0;58.0;56.0;;;74.0;90.3;99.6;80.0
4004.210;Molasses, sugarbeet;;;;;;;0.5;0.3;0.3;0.7;0.2;1.7;0.3;0.5;0.2;1.7;1.6;1.1;2.2;5.6;36.0;1.8;0.9;1.7;;;;;;;;;;;;;73.0;;;93.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.0;;;92.0;84.0;;100.0;;;;;;;;;;;;;;;;;;;94.0;95.0;95.0;93.0;95.0;95.0;93.0;92.0;91.0;94.0;95.0;94.0;95.0;94.0;95.0;94.0;92.0;94.0;;;;;;;;;;;;;;21.0;;90.0;;;;;;;;;50.0;;;;;;;;;;;;96.0;98.0;92.0;92.0;95.0;96.0;89.0;94.0;88.0;95.0;93.0;95.0;98.0;95.0;94.0;94.0;84.0;91.0;;79.0;;;95.0;;39.0;76.0;;;;;53.0;;60.0;31.0;100.0;;95.0;57.3;;
4006.000;Carrots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.0;54.0;87.0;94.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0;98.0;;;;;;;;;;;;;;
3012.421;Fat_oil, Soya oil;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.2;11.0;0.2;4.0;22.0;54.1;8.0;0.4;;;95.0;;;95.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.0;;;;;;;;;;;;97.0;;;;;;;;;;;;;;;;;;;;97.0;;;;;;;;;;;;;;;;;;;;;;95.0;;;;;95.0;;;;;;95.0;;;;;;;100.0;95.0
4006.634;Carrot peelings, steam peeled;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64.0;93.0;87.0;94.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8004.0051;Processed animal protein, pig origin, ASH less than 160 g_kg;;;;;;;5.6;1.5;0.7;3.6;0.9;3.8;5.8;3.5;2.6;6.9;3.2;4.9;6.6;7.7;12.3;8.5;6.0;3.9;;0.1;0.1;1.3;23.7;2.4;13.0;43.7;10.9;0.7;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.0;84.0;;;;;;;;;;;77.0;84.0;20.0;;;;;;;;;90.0;;;;;;;;;;84.0;;80.0;81.0;53.0;74.0;72.0;77.0;85.0;82.0;80.0;79.0;79.0;75.0;76.0;64.0;82.0;72.0;78.0;74.0;;;;;;;;;;;;;;;;;;;;87.9;97.1;89.0
1007.000;Rye;;;;;;;3.8;1.7;2.4;3.3;1.0;3.4;5.1;4.6;2.4;6.2;2.6;4.7;4.3;7.2;22.7;4.4;9.4;4.3;;;;0.4;18.0;0.4;1.0;15.0;55.0;7.0;;;72.0;71.0;36.0;91.0;87.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.0;;16.0;93.0;88.0;;100.0;;;;;;;;;;;;;;;;;;;66.0;77.0;77.0;67.0;65.0;72.0;79.0;79.0;75.0;76.0;69.0;73.0;64.0;71.0;87.0;62.0;73.0;75.0;;;;;;;;;;;;;;60.0;32.0;82.0;;;;;;;;;38.0;;;;;;;;;;32.0;;71.0;82.0;56.0;54.0;51.0;67.0;66.0;73.0;65.0;71.0;65.0;64.0;59.0;45.0;82.0;40.0;69.0;54.0;;70.0;60.0;30.0;87.0;;75.0;86.0;;;;;60.0;36.0;30.0;24.0;;;72.0;93.5;96.8;70.0
2008.000;Lentils;;;;;;;7.6;0.9;0.9;3.3;0.9;3.7;8.4;4.6;2.7;6.8;2.8;4.1;4.7;10.7;15.3;4.2;4.0;4.3;;;;;18.0;;;17.0;54.0;10.0;;;84.0;73.0;66.0;92.0;88.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.0;;49.0;93.0;87.0;;100.0;;;;;;;;;;;;;;;;;;;81.0;82.0;74.0;80.0;80.0;79.0;86.0;80.0;83.0;80.0;78.0;77.0;78.0;77.0;80.0;75.0;79.0;81.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.0;56.0;40.0;35.0;;;50.0;89.9;99.0;75.0
3003.0001;Sunflower seed, dehulled, CF less than 90 g_kg;;;;;;;3.5;2.2;1.7;3.7;1.2;4.1;8.1;4.6;2.5;6.3;2.5;4.9;4.3;9.2;19.3;5.7;4.3;4.3;;0.1;0.2;0.3;7.0;0.3;4.0;22.0;65.0;0.4;0.3;;82.0;94.0;36.0;69.0;84.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0;88.0;74.0;77.0;83.0;80.0;91.0;83.0;82.0;80.0;83.0;79.0;77.0;78.0;86.0;67.0;80.0;76.0;;81.0;92.0;;;;;;;;;;;85.0;96.0;12.0;;;;;;;;;32.0;;;;;;;;;;96.0;;;;;;;;;;;;;;;;;;;;;;;;;;85.0;73.0;;;;;;;;;15.0;5.0;78.0;92.4;99.6;95.0
7009.000;grass seed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.0;71.0;16.0;68.0;61.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009.000;Whey powder;;;;;;;7.5;1.5;1.9;5.4;1.4;5.1;2.4;3.3;1.8;8.9;2.4;4.9;4.3;9.1;15.5;2.0;5.5;4.4;;;;;;;;;;;;;77.0;61.0;;97.0;94.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.0;;;100.0;97.0;;;;;;;;;;;;;;;;;;;;;96.0;97.0;92.0;89.0;97.0;96.0;98.0;92.0;95.0;97.0;94.0;94.0;94.0;95.0;95.0;97.0;95.0;91.0;;;;;;;;;;;;;;90.0;84.0;70.0;;;;;;;;;80.0;;;;;;;;;;84.0;;94.0;97.0;86.0;88.0;90.0;90.0;89.0;90.0;89.0;90.0;90.0;90.0;93.0;89.0;88.0;90.0;86.0;88.0;;;;;;;;;;;;;100.0;32.0;85.0;82.0;;;91.0;87.3;;
1010.2051;Wheat gluten feed, dried, ASH less than 40 g_kg;;;;;;;3.1;1.5;2.1;3.3;1.3;3.2;6.1;3.9;2.6;6.3;3.0;4.9;4.7;6.8;19.5;4.9;6.4;4.5;;;;;;;;;;;;;68.0;70.0;30.0;87.0;79.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.0;;18.0;84.0;76.0;;100.0;;;;;;;;;;;;;;;;;;;81.0;83.0;76.0;76.0;83.0;78.0;79.0;78.0;78.0;78.0;78.0;79.0;79.0;78.0;78.0;78.0;78.0;78.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;73.0;;;;;52.0;58.0;30.0;27.0;;;78.0;88.0;;
2013.4013;Groundnut expeller, non-dehulled, CF greater than 145 g_kg;;;;;;;3.3;1.2;1.4;2.6;1.0;3.3;10.9;4.9;2.3;6.3;3.7;4.0;3.9;11.3;18.5;5.5;4.3;4.7;;;;;10.0;1.0;3.0;47.5;30.0;1.0;7.0;;89.0;98.0;29.0;84.0;78.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.0;93.0;87.0;88.0;87.0;92.0;96.0;94.0;89.0;92.0;93.0;91.0;90.0;93.0;93.0;85.0;90.0;91.0;;;;;;;;;;;;;;83.0;91.0;28.0;;;;;;;;;38.0;;;;;;;;;;91.0;;;;;;;;;;;;;;;;;;;;;;;;;;91.0;76.0;;;;;;;;;;;80.0;93.1;99.5;75.0
4001.2031;Potato protein, ASH less than 10 g_kg;;;;;;;7.8;2.3;1.5;5.7;1.4;5.6;5.2;6.4;2.2;10.2;5.6;6.6;4.9;12.7;10.9;4.9;4.9;5.3;;;;;;;;;;;;;89.0;79.0;;93.0;89.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0;;100.0;100.0;94.0;;100.0;;;;;;;;;;;;;;;;;;;91.0;93.0;70.0;89.0;83.0;91.0;93.0;88.0;91.0;92.0;88.0;91.0;89.0;87.0;88.0;90.0;88.0;88.0;;87.0;88.0;;;;;;;;;;;90.0;60.0;68.0;;;;;;;;;65.0;;;;;;;;;;60.0;;89.0;91.0;75.0;88.0;85.0;90.0;93.0;91.0;90.0;92.0;92.0;90.0;88.0;86.0;90.0;83.0;89.0;88.0;;;;;;;;;;;;;100.0;55.0;60.0;48.0;100.0;12.0;90.0;104.1;;
1010.1003;Wheat milling by-products, Wheat feed meal;;;;;;;4.0;1.6;2.1;3.3;1.4;3.2;6.7;4.0;2.7;6.2;2.9;4.7;4.7;7.1;19.4;5.1;6.5;4.4;;;;0.1;19.0;1.0;1.0;15.0;57.0;5.0;1.0;;79.0;78.0;30.0;83.0;77.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;;17.0;78.0;70.0;;100.0;;;;;;;;;;;;;;;;;;;67.0;80.0;80.0;72.0;79.0;77.0;86.0;81.0;83.0;78.0;78.0;74.0;62.0;72.0;85.0;76.0;77.0;78.0;;71.0;38.0;;;;;;;;;;;78.0;66.0;60.0;;;;;;;;;27.0;;;;;;;;;;66.0;;78.0;83.0;78.0;75.0;80.0;82.0;80.0;82.0;77.0;81.0;76.0;79.0;77.0;77.0;89.0;76.0;83.0;79.0;;77.0;75.0;20.0;80.0;;81.0;71.0;;;;;45.0;62.0;22.0;20.0;91.0;48.0;73.0;90.0;99.1;70.0
1005.3101;Malt culms, CP less than 200 g_kg;;;;;;;4.2;1.5;1.2;3.2;1.0;3.0;4.4;3.3;1.7;5.6;2.2;4.4;4.7;9.9;11.3;4.0;5.7;3.3;;;;;;;;;;;;;75.0;64.0;63.0;63.0;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.0;;22.0;57.0;50.0;;100.0;;;;;;;;;;;;;;;;;;;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;66.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.0;80.0;15.0;63.0;;;;;;;;24.0;45.0;35.0;31.0;;;66.0;74.6;;
5010.6102;Grass meal, CP 140 - 160 g_kg;;;;;;;3.9;1.5;1.0;4.1;1.4;3.8;4.1;4.3;1.9;6.9;2.7;5.2;6.4;9.1;10.0;4.6;4.6;4.0;;;0.2;2.0;16.0;2.0;2.0;3.0;13.0;60.0;;;64.0;;;;74.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.0;;57.0;73.0;62.0;;100.0;;;;;;;;;;;;;;;;;;;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;;67.0;28.0;;;;;;;;;;;45.0;40.0;23.0;;;;;;;;;75.0;;;;;;;;;;40.0;;47.0;48.0;43.0;45.0;44.0;46.0;44.0;45.0;45.0;45.0;45.0;46.0;47.0;45.0;46.0;47.0;46.0;45.0;;71.0;51.0;15.0;69.0;;64.0;62.0;;;;;60.0;36.0;30.0;25.0;100.0;28.0;85.0;79.4;98.2;50.0
5010.701;Grass hay, a) poor quality;;;;;;;4.2;1.6;1.1;4.0;1.3;3.8;4.4;4.8;1.7;7.2;2.7;5.0;5.9;8.8;9.9;4.9;5.6;3.9;;;;;;;;;;;;;52.0;;;;63.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;;;;;;;;;;;;;80.8;;
4001.201;Potato starch, dried;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95.0;94.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.0;36.0;;;;;;
1002.2052;Maize gluten feed, CP 200 - 230 g_kg;;;;;;;3.0;1.7;2.1;3.6;0.6;3.1;4.4;3.8;3.0;9.0;3.0;4.7;6.7;6.1;15.4;4.5;8.3;4.3;;;0.2;0.2;12.0;0.2;2.0;28.0;55.0;1.0;1.0;;76.0;87.0;68.0;87.0;82.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.0;;39.0;61.0;62.0;;100.0;;;;;;;;;;;;;;;;;;;64.0;84.0;67.0;70.0;67.0;77.0;86.0;83.0;75.0;83.0;83.0;73.0;80.0;70.0;78.0;65.0;88.0;77.0;;67.0;64.0;;;;;;;;;;;85.0;72.0;42.0;;;;;;;;;40.0;;;;;;;;;;72.0;;73.0;82.0;70.0;76.0;82.0;83.0;88.0;86.0;83.0;90.0;83.0;85.0;86.0;76.0;87.0;71.0;84.0;80.0;;75.0;87.0;42.0;68.0;;71.0;71.0;;;;;39.0;68.0;25.0;23.0;98.0;26.0;69.0;87.3;99.6;80.0
1007.107;Rye feed;;;;;;;3.8;1.7;2.4;3.3;1.0;3.4;5.1;4.6;2.4;6.2;2.6;4.7;4.3;7.2;22.7;4.4;9.4;4.3;;;;0.0;18.0;0.0;1.0;15.0;55.0;7.0;;;77.0;80.0;36.0;83.0;78.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.0;;29.0;53.0;52.0;;100.0;;;;;;;;;;;;;;;;;;;70.0;73.0;68.0;61.0;69.0;66.0;79.0;75.0;72.0;68.0;68.0;70.0;63.0;74.0;85.0;66.0;90.0;75.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.0;47.0;25.0;21.0;;;66.0;93.5;96.0;70.0
1002.2051;Maize gluten feed, CP less than 200 g_kg;;;;;;;3.0;1.7;2.1;3.6;0.6;3.1;4.4;3.8;3.0;9.0;3.0;4.7;6.7;6.1;15.4;4.5;8.3;4.3;;;0.2;0.2;12.0;0.2;2.0;28.0;55.0;1.0;1.0;;75.0;86.0;68.0;87.0;83.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.0;;39.0;64.0;64.0;;100.0;;;;;;;;;;;;;;;;;;;64.0;84.0;67.0;70.0;67.0;77.0;86.0;83.0;75.0;83.0;83.0;73.0;80.0;70.0;78.0;65.0;88.0;77.0;;67.0;64.0;;;;;;;;;;;85.0;72.0;47.0;;;;;;;;;40.0;;;;;;;;;;72.0;;73.0;82.0;70.0;76.0;82.0;83.0;88.0;86.0;83.0;90.0;83.0;85.0;86.0;76.0;87.0;71.0;84.0;80.0;;75.0;87.0;42.0;68.0;;69.0;71.0;;;;;39.0;66.0;25.0;23.0;98.0;32.0;69.0;87.3;99.6;80.0
4008.6112;Tapioca, dried, STAew 630 - 680 g_kg;;;;;;;3.7;1.3;1.2;3.3;1.1;3.1;4.9;3.4;2.4;5.4;2.1;4.1;5.2;7.6;13.9;3.7;3.9;3.6;;;;;;;;;;;;;;44.0;26.0;93.0;84.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.0;95.0;88.0;;100.0;;;;;;;;;;;;;;;;;;;49.0;54.0;41.0;50.0;48.0;48.0;63.0;35.0;41.0;49.0;46.0;48.0;50.0;47.0;54.0;44.0;46.0;44.0;;24.0;89.0;;;;;;;;;;;20.0;;91.0;;;;;;;;;66.0;;;;;;;;;;;;56.0;58.0;50.0;52.0;51.0;55.0;51.0;55.0;50.0;55.0;52.0;55.0;57.0;53.0;51.0;52.0;53.0;49.0;;40.0;;31.0;96.0;;;84.0;;;;;56.0;31.0;60.0;36.0;100.0;85.0;42.0;73.9;;
1008.6021;Sorghum, silage, low DM content;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.0;;;;69.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8009.6261;Whey powder, low lactose, ASH less than 210 g_kg;;;;;;;7.5;1.5;1.9;5.4;1.4;5.1;2.4;3.3;1.8;8.9;2.4;4.9;4.3;9.1;15.5;2.0;5.5;4.4;;;;;;;;;;;;;89.0;86.0;;97.0;94.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.0;;;100.0;95.0;;;;;;;;;;;;;;;;;;;;;96.0;97.0;92.0;89.0;97.0;96.0;98.0;92.0;95.0;97.0;94.0;94.0;94.0;95.0;95.0;97.0;95.0;91.0;;;;;;;;;;;;;;90.0;84.0;70.0;;;;;;;;;80.0;;;;;;;;;;84.0;;95.0;97.0;87.0;89.0;92.0;91.0;90.0;91.0;90.0;91.0;91.0;91.0;94.0;90.0;89.0;91.0;87.0;89.0;;;;;;;;;;;;;100.0;81.0;85.0;84.0;;;91.0;87.3;;
8004.0053;Processed animal protein, pig origin, ASH 270 - 380 g_kg;;;;;;;5.6;1.5;0.7;3.2;0.7;2.8;7.3;3.5;1.9;6.2;2.4;4.2;7.5;7.7;12.3;13.6;8.2;3.9;;0.1;0.1;1.3;23.7;2.4;13.0;43.7;10.9;0.7;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.0;84.0;;;;;;;;;;;77.0;84.0;20.0;;;;;;;;;65.0;;;;;;;;;;84.0;;80.0;81.0;53.0;74.0;72.0;77.0;85.0;82.0;80.0;79.0;79.0;75.0;76.0;64.0;82.0;72.0;78.0;74.0;;;;;;;;;;;;;;;;;;;;93.2;97.1;89.0
