Measurement ID,Campaign Name,Device,Date and Time,Device Type,Application Product Code,Sample ID,Sample,Integration time,Integration time_unit,Sample type,Measurement Description,Latitude,Longitude,Result - Moisture,Result - Moisture_unit,Result - Crude Protein,Result - Crude Protein_unit,Result - Fat (Ether Extract),Result - Fat (Ether Extract)_unit,Result - Starch,Result - Starch_unit,Result - Sugar,Result - Sugar_unit,Result - Crude Fibre,Result - Crude Fibre_unit,Result - Fat (Acid Hydrolysis),Result - Fat (Acid Hydrolysis)_unit,Result - NDF,Result - NDF_unit,Result - Ash,Result - Ash_unit,Result - ADF,Result - ADF_unit,Result - LYS,Result - LYS_unit,Result - THR,Result - THR_unit,Result - MET,Result - MET_unit,Result - CYS,Result - CYS_unit,Result - MET+CYS,Result - MET+CYS_unit,Result - TRP,Result - TRP_unit,Result - AMEn,Result - AMEn_unit,Measurement ID,User ID,Organization Account,x-Axis,y-Axis
4445781,NoCampaign,P100001702,2025-02-10 10:15:10,SYS-IR-R-P.1,USC-P.0-ANI-CRL.0,318347,Demo1,2,s,Corn,cień test,54.513,18.5398,13.5,%,8,%,3.5,%,65.1,%,0.7,%,1.5,%,4.1,%,8.5,%,1.3,%,2.1,%,0.24,%,0.3,%,0.17,%,0.2,%,0.37,%,0.05,%,13.6,MJ/kg,,,,Wavenumber (cm^-1),Absorbance
