Ing_Code;Ing_Descr_PL;542;342;670;320;322;420;450;440;881;111;3;139;4;132;5;112;133;110;140;6;95;134;7;8;9;10;11;12;96;13;14;15;16;141;142;143;18;19;20;21;22;23;24;152;153;25;26;27;144;28;29;145;114;115;130;116;131;31;32;146;33;34;147;92;148;35;149;99;36;150;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;113;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;117;118;119;120;121;122;123;124;125;126;127;128;129;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;81;82;83;84;85;86;87;88;89;90;880;151;98;105;106;107;108;109;136;460;470;480;A003;724;A007;A001;A008;A002;410;A009;338;531;A0282;A0283;432;423;442;855;2;422;431;441;452;461;A040;A041;910;A042;A043;A044;323;321;324;325;326;327;328;329;341;97;334;330;332;333;335;336;337;820;821;A005;A011;90-1;A013;A045;A0081;913;912;471;850;453;A015;911;A016;930;720;858;860;856;344;523;524;525;A058;520;540;541;526;527;521;A0571;A0082;A00830;3-1;901;902;903;104;255;A046;256;257;886;867;868;869;690;926;100-1;914;208;343;927;865;932;205;206;463;915;916;529;530;;543;917;A0110;A0111;A01101;A01111;620;630;862;866;864;A0071;883;884;882;A0112;726;A0113;A0114;A0115;A0320;080;082;EEN;88.1;88.15;099;88.16;88.17;88.18;88.19;88.20;88.21;88.22;88.23;88.24;102;103;100;101;A0281;331;528;532;533;1082;1084;534;339;340;535;536;918;934;933;800;801;802;444;454;424;EK;081;084;013;88.25;88.26;88.28;88.29;88.30;88.31;88.32;88.33;88.34;88.35;098;88.27;88.36;88.2;88.3;88.4;88.5;88.6;88.7;88.8;88.9;88.10;88.11;88.12;88.13;88.14;204;1041;1042;07011;1032;090;Col244;544;430;723;230;11-2;15-2;537;A0091;12-2;345;680;920;921;854;852;924;925;721;A00241;640;885;650;660;722;522;931;610;A0414;A0415;1083;A04150;A04151;A0405;A0416;A0406;A0425;A0426;A0435;A0436;220;221;219;443;AD_PA99;AD_NRG01;AD_NRG06;AD_NRG05;AD_NRG03;AD_VITB3_T;AD_FA05;AD_MIC04_A;AD_MIC01_A;AD_MIC02_A;AD_MIC03_A;AD_VITB6_T;AD_VITA_A;AD_VITB1_A;AD_VITB12_A;AD_FIB05;AD_FA08;AD_CAA02;AD_CAA03;AD_FIB04;AD_VITB2_A;AD_IND02;AD_FA26;AD_FA27;AD_FIB02;AD_NRG07;AD_NRG04;AD_VITB3_A;AD_IND03;AD_VITB4_A;AD_VITB5_A;AD_FA21;AD_FA22;AD_VITB6_A;AD_FA25;AD_VITB9_A;AD_NRG02;AD_VITC_A;AD_MIC01_T;AD_IND01;AD_VITD3_A;AD_FA24;AD_VITE_A;AD_VITK_A;AD_FIB06;AD_IND04;AD_MIC02_T;AD_MIC03_T;AD_MIC04_T;AD_MIC05_T;AD_MIC06_T;AD_VITB3;AD_VITB5;AD_VITB9;AD_FA02;AD_FA01;AD_FA07;AD_FA06;AD_VITAP_T;AD_VITA_T;AD_VITE_T;AD_VITB1_T;AD_VITB2_T;AD_VITB5_T;AD_VITB9_T;AD_VITB4_T;AD_VITB12_T;AD_VITC_T;AD_VITD3_T;AD_VITK_T;AD_FA15;AD_FA16;AD_FA17;AD_FA18;AD_MIC05_A;AD_MIC06_A;AD_PA07;725;99-1;462;922;923;A0085;178;451;181;421;179;1;519;217;218;11-1;12-1;15-1;90-2;90-3;231;232;233;234;085;086;087;088;089;091;092;093;094;095;096;097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desc;;6-fitaza (EC 3.1.3.26) Rej.EU 4a16;Witamina D3 Hy-D(Kalcydiol) (3a670a);Chlorowodorek robenidyny / 51758 /;Witamina A (3a672a);Witamina E (Octan all-rac-alfa-tokoferylu )(3a700);Mangan (3b502) tlenek  manganu II ;Cynk (3b603) tlenek cynku ;MiedŸ (3b405) pentahydrat siarczanu miedzi (II);Ester kwasu beta-apo-8 karotenowego E161f;DMref;Bia³ko surowe;CPin;Oleje i t³uszcz surowy;CFATh;W³ókno surowe;NFE-Nitrogen free extrakt;NFEh;NSP-Polisacharydy nieskrobiowe;RNSP;Skrobia;STAam;STAtot;Cukier;NDF;ADF;ADL;Ca-Wapñ analityczny;P-Fosfor analityczny;IP;Mg-Magnez (MP);K-Potas;Na-Sód analityczny;Cl-Chlor;S-Siarka;S-a(Siarka nieorganiczna);S-o (Siarka organiczna);Fe-¯elazo (MP);Mn-Mangan (MP);Zn-Cynk (MP);Cu-Mied¿ (MP);Mo-Molibden (MP);J-Jod (MP);Co-Kobalt (MP);EB-Bilans elektroliczny;CAD-Cation -anion difference;VEM-Jednostka produkcji mleka ;VEVI-Jednostka produkcji ¿ywca;FOMr-Fermentuj¹ca masa organiczna w ¿waczu;FOMr-2Fermentuj¹ca masa organiczna w ¿waczu  w pierwszych2 h;DVE-Bia³ko strawne jelitowo;OEB-Billans bia³ka degradowanego w ¿waczu;OEB-2-OEB ,2 godziny po pobraniu paszy;DVLYS-Lizyna strawna jelitowo,prze¿uwacze;DVMET-Metionina strawna jelitowo,prze¿uwacze;RUSTA-Skrobia niedegradowalna w ¿waczu;SW-Struktura wartoœæi, wype³nienia;VW;EW-Wartoœæ energetyczna dla trzody;Energia netto dla trzody MJ;Energia netto dla trzody kcal;Fosfor strawny trzoda;Energia metaboliczna brojler MJ;Energia metaboliczna dla brojlerów kcal;Energia metaboliczna drób MJ;Energia metaboliczna drób kcal;Energia metaboliczna nioski MJ;Energia metaboliczna nioski kcal;Pp-Fosfor strawny drób-tucz ;Energia metaboliczna dla królika MJ;OEk;Lizyna ogólna;Metionina ogóna;Cystyna  ogólna ;Metionina+Cystyna ogólna;Treonina ogólna ;Tryptofan ogólny ;Izoleucyna ogólna;Arginina ogólna ;Fenyloalanina ogólna;Histydyna ogolna ;Leucyna ogólna ;Tyrozyna ogólna ;Walina ogólna;Alanina ogólna;Kwas asparaginowy ogólny;Kwas glutaminowy ogolny;Glicyna ogólna;Prolina ogólna;Seryna ogólna;Suma_AA;Lizyna strawna drób ;Metionina strawna drób;Cystyna strawna drób ;Metionina+cystyna strawna drób;Treonina strawna drób;Tryptofan strawny drób;Izoleucyna strawna drób;Arginina strawna drób;Fenyloalanina strawna drób ;Histydyna strawna drób;Leucyna strawna drób;Tyrozyna strawna drób;Walina strawna drób;Alanina strawna drób;Kwas asparaginowy strawny drób;Kwas glutaminowy strawny drób;Glicyna strawna drób;Prolina strawna drób;Seryna strawna drób;Pozornie strawna lizyna dla trzody;Pozornie strawna metionina dla trzody;Pozornie strawna cystyna dla trzody;Pozornie strawna metionina + cystyna dla trzody;Pozornie strawna treonina dla trzody;Pozornie strawny tryptofan dla trzody;Strawna izoleucyna trzoda;Strawna arginina trzoda;Strawna fenyloalanina trzoda;Strawna histydyna trzoda;Strawna leucyna trzoda;Strawna tyrozyna trzoda;Strawna walina trzoda;Strawna alanina trzoda;Strawny kwas asparaginowy trzoda;Strawny kwas glutaminowy trzoda;Strawna glicyna trzoda;Strawna prolina trzoda;Strawna seryna trzoda;Strawna lizyna trzoda;Strawna metionina trzoda;Strawna cystyna trzoda;Strawna metionina+cystyna trzoda;Strawna treonina trzoda;Strawny tryptofan trzoda;Strawna izoleucyna trzoda;Strawna arginina trzoda;Strawna fenyloalanina trzoda;Strawna histydyna trzoda;Strawna leucyna trzoda;Strawna tyrozyna trzoda;Strawna walina trzoda;Strawna alanina trzoda;Strawny kwas asparaginowy trzoda;Strawny kwas glutaminowy trzoda;Strawna glicyna trzoda;Strawna prolina trzoda;Strawna seryna trzoda;<C10-MFA C4-C10;C12:0-Kwas laurynowy;C14:0-Kwas mirystynowy;C16:0-Kwas palmitynowy;C16:1-Kwas palmitooleinowy;C18:0-Kwas stearynowy;C18:1-Kwas oleinowy;C18:2-Kwas linolowy;C18:3-Kwas linolenowy;>=C20 Kwasy powy¿ej C20;Kantaksantyna E161g;NEm;FP;Laktoza;AC;ETH;PR;BU;Tauryna (3a370);Selen (E8) selenin sodu;Kobalt  (3b304) powlekany, granulowany wêglan kobaltu II ;Jod (3b202) bezwodny jodan wapnia ;Oleje i t³uszcze surowe;Castan;Wapñ-Ca min.;Bia³ko surowe;Fosfor-P min.;W³ókno surowe;Mg-Magnez;Sód-Na;Betaina (3a925);Proteaza (EC 3.4.21.19) (ATCC53757); w tym chelat selenu 3b8.11; w tym chelat selenu 3b8.12;¯elazo ogó³em (DP);Mangan ogó³em (DP);MiedŸ ogó³em (DP);Saccharomyces cerevisiae YEA-SACC CBS 493.94;Popió³ surowy;Chelat manganu (E5);Chelat ¿elaza  (E1);Chelat miedzi (E4);Chelat cynku (E6);Chelat selenu (E8);Lizyna;Metionina;Konserwanty (1a);Treonina;Tryptofan;Arginina;dl-alfa-tokoferol;Witamina D3 (3a671) ;Witamina K3 (3a710) ;Witamina B1 (3a821) ;Witamina B2 (3a);Witamina B6(3a831) ;Witamina B12 (3a);Biotyna (3a880);Witamina C (E300);Wilgotnoœæ;Kwas foliowy (3a316);Niacynoamid (3a315);D-Pantotenian wapnia (3a841);Kwas pantotenowy;Beta-karoten (E160a);Chlorek choliny (3a890);Witamina B4-Cholina,3a;Substancja zapachowa;Substancja smakowo-zapachowa;Sucha masa;Energia metaboliczna;C20:5 n-3 (EPA) omega3;Skrobia;Metionina+Cystyna;Fosfor-P strawny drób;BHT (E321, butylohydroksytoluen) ;Etoksyquin (E324);Kobalt (E3);Saccharomyces cerevisae NCYC Sc47 (4b1702);Cynk ogó³em (E6) (DP);Siarka;BHA (E320);Sacharoza;Gliceryna;komplex z fitobiotykami;Bacillus licheniformis (DSM 5749);Bacillus subtilis  (DSM 5750);Mikroorganizmy E 1700;Inozytol;Preparat enzymatyczny Rej.EU 4a1604i (R);Endo-1,4-beta-ksylanaza (EC 3.2.1.8) (R);Endo-1,3(4)-beta-glukanaza (EC 3.2.1.6) (R);Proteaza (EC 3.4.24.28);alfa-amylaza (EC 3.2.1.1) (A);6-fitaza ((EC 3.1.3.26) Rej.EU 4a32);6-fitaza (EC 3.1.3.26);Komplex enzymatyczny Rej.EU 4a1617 (H);endo-1,4-beta-ksylanaza (EC 3.2.1.8) (H);endo-1,4-beta-ksylanaza (EC 3.2.1.8)  (A);endo-1,3(4)-beta-glukanaza (EC 3.2.1.6);Fosfor-P przyswajalny   nioski;Fosfor-P min. trzoda+ekwiwalent fitazy;Bia³ko pochodzenia zwierzêcego;Kwas mrówkowy(1k236);Kwas propionowy(1k280);Kwas mlekowy(1a270);GOS-Gluko oligosacharydy ;Energia metaboliczna Ryby kcal;Cystyna;Energia metaboliczna Pstr¹g kcal;Energia metaboliczna Sum kcal;Astaxantyna;Lactobacillus kefiri (DSM 19455);Lactobacillus brevis (DSM 23231);Lactobacillus plantarum (DSM 19457);Decoquinate ;Hiarulonian sodu;NPN;Galusan propylowy (E310) ;Energia Metaboliczna Petfood;Polifenol;Fruktooligosacharydy (FOS);Enterococcus faecium dsm 10663 ncimb 10415 ;Kwas Krzemowy wytr¹cony (E551a);Energia metaboliczna Trzoda M;Energia metaboliczna Trzoda D;Selen z L-selenometioniny cynku (3b818);Kwas sorbowy (1a200);Kwas benzoesowy (Nr 08.021);Preparat enzymatyczny Rej.EU 4a29-Hemicel HT;endo-1,4-beta-mannanaza(EC.3.2.1.78);Tlenek Miedzi;6-fitaza QUANTUM Blue 40P (3.1.3.26);Benzoesan sodu (1k301);Energia metaboliczna drób;EM  trzoda;Energia metaboliczna drób+ekwiwalent enzymatyczny;Energia metaboliczna  trzoda+ekwiwalent enzymatyczny;Sól sodowa salinomycyny 120g/kg-Sacox (51766);Monenzyna sodu (E51701);Mikroorganizmy E1706;Enterococcus faecium(DSM 7134) ;Lactobacillus rhamnosus (DSM 7133);Wapñ-Ca min. + ekwiwalent fitazy;Luteina E161b; Zeaksantyna E161h;Ksantofile;EM trzoda MJ;Maœlan sodu;Energia metaboliczna MJ;Energia netto trzoda MJ;Energia metaboliczna drób MJ;BFS;Witamina A (E672);Witamina E (3a700);unit;Bia³ko ogólne;EW;Betaina;K;Sód - Na;Lizyna;M+C;Metionina;SUG;Tryptofan;Sucha masa;Skrobia;Energia netto konie MJ;Bia³ko strawne konie;NH3-fr;EWpa;Selen chelatowy;Kwas nikotynowy (3a314);Preparat enzymatyczny Rej.EU 4a22 (RoAdv);Endo-1,3(4)-beta-glukanaza (EC 3.2.1.6) (KE);Endo-1,4-beta-glukanaza(CELULAZA) (EC 3.2.1.4) (KE);Cukier;Cukier + skrobia;alfa-amylaza (EC 3.2.1.1) (KE);L-karnityna (3a910);L-karnityna chroniona;Proteaza 3.4.24.28 (KE);endo-1,4-beta-ksylanaza (EC 3.2.1.8)  (KE);Sorbinian potasu -E202;Sepiolit E562;Kwas Cytrynowy;bs/MJ;Ca/P;Zn/Cu;Trihydroksychlorek dimiedz;Hydroksychlorek cynku monohydrat;Trihydroksychlorek dimanganu;Energia przeliczeniowa konie;Witamina D3 (E671);Witamina K3;Skrobia;Cu - ca³kowita;Cu - dodany;Witamina A (3a672a);Witamina B1 (3a821) ;Witamina B12 (3a);Witamina B2 (3a);Witamina B6(3a831) ;Witamina C (E300);Witamina D3 (3a671) ;Witamina E (Octan all-rac-alfa-tokoferylu )(3a700);Cholina;Energia metaboliczna Trzoda D;Witamina K3 (3a710) ;T³uszcz surowy;W³ókno surowe;Wapñ - Ca ogólny;ASH;DLYSp;DM+Cp;DMETp ;DTHRp  ;DTRPp ;Cu;DMref;Fosfor - P ogólny;DPs;MetSac MOS;Mannoligosacharydy;Beta glukany;Sanguinarine (2b);Capsantyn a E160c;Witamina C;Tlenek Miedzi;6-fitaza ((EC 3.1.3.26) 4a18i;¯elazo (3b103) siarczan ¿elaza (II) monohydrat;Karczoch;Energia strawna konie MJ;Ca-Wapñ ogólny;Na-Sód ogólny;Endo-1,4-beta-ksylanaza (EC 3.2.1.8)  (4a1607ii);NaCl;P-Fosfor Ogólny;Witamina D3 Panbonis (1,25-dihydroksycholekalcyferol);Bromowodorek Halofuginionu (E764);BioFeed Beta CT g;Energex MG/CT/L g;Saccharomyces c. boulardii CNCM I-1079;Saccharomyces cerevisiae CNCM I-1077;Mannooligosacharydy (MOS);Beta glukany;Sanguinarine (2b) wyci¹g z Macleaya cordata;Walina;Nikarbazyna (E772);Capsantyna E160c;Diklazuril  (771);Narazyna;Wyci¹g z karczocha (2b);Komplex enzymatyczny Rej.EU 4a10 i 4a11 (A);Klinoptylolit pochodzenia osadowego (1g568);Sól sodowa lasalocidu E763;Metionina chroniona (3c303);Metionina dodana (3c301);Laktoza;Metionina dodana (3c3108);Metionina dodana  (3c301+3c3108);Lizyna dodana (3.2.3);Metionina ogó³em;Lizyna ogó³em;Treonina dodana (3.3.1);Treonina ogó³em;Tryptofan dodany (3.4.1);Tryptofan ogó³em;Energia metaboliczna(EM MJ)-DLG;Energia netto laktacji (NEL);Bia³ko og. nie ulegaj¹ce rozk³. w ¿waczu(UDP)-DLG;Tlenek miedzi ;Objêtoœæ;Energia brutto ;Kalorie z t³uszczu;Kalorie z bia³ka;NRC 06;Witamina B3 - ca³kowita;C20:4;Cu - dodany;Fe - dodane;Mn - dodany;Zn - dodany;Witamina B6 - ca³kowita;Witamina A - dodana;Witamina B1 - dodana;Witamina B12  - dodana;Ca³kowite w³ókno pokarmowe;C22:6 + C20:5;GLY + SER;PHE + TYR;Lignina;Witamina B2  - dodana;Urinary pH Jeremias 2012;Kwasy Omega 6 / Omega 3;PUFA;Hemiceluloza;Kalorie z wêglowodanów ;RPC;Witamina B3 - dodana;BASE EXCESS;Witamina  B4 - dodana;Witamina B5  - dodana;C20:1;C22:1;Witamina B6 - dodana;C22:2;Witamina B9 - dodana;Atwater Modified;Witamina C - dodana;Fe - dodane;Bitter amino acids;Witamina D3  - dodana;C18:6;Witamina E - dodana;Witamina K3  - dodana;Celuloza;AW Kibbles;Mn - ca³kowity;Zn - ca³kowity;Cu - ca³kowita;I - ca³kowity;Se - ca³kowity;Witamina B3;Witamina B5;Witamina B9;Kwasy Omega 6;Kwasy Omega 3;C20:5;C22:6;Beta - karoten;Witamina A  - ca³kowita;Witamina E - ca³kowita;Witamina B1 - ca³kowita;Witamina B2 - ca³kowita;Witamina B5  - ca³kowita;Witamina B9 - ca³kowita;Witamina B4 - ca³kowita;Witamina B12 - ca³kowita;Witamina C - ca³kowita;Witamina D3 - ca³kowita;Witamina K3 - ca³kowita;C22:5;C18:4;C20:3;C20:2;I - dodany;Se - dodany;Litr;Xtract;Pp-Fosfor strawny drób-nioski;Selen ogó³em (E8);Glukozamina;Chondroityna;Fosfor-P min. drób;Na-Sód  z ekwiwalentem fitazy-drób tucz ;Cynk (E6) siarczan cynku;Ca-Wapñ z ekwiwalentem fitazy-trzoda;Mangan (E5) -siarczan manganu monohydrat;Ca-Wapñ z ekwiwalentem fitazy-nioski;Sucha masa;Proteaza (EC 3.4.21.62) (A);Bia³ko og. dost. w jelicie cienkim(nBO)-DLG;Bilans azotu w ¿waczu(BN¯)-DLG;Ca-Wapñ z fitazy;P-Fosfor z fitazy;Na-Sód z fitazy ;C20:6 n-3 (DHA)-omega6;SUMA:EPA+DHA;OMD konie ;ED konie ;HFU konie ;DCPH konie;Witamina B1;Witamina  B2;Witamina B6 3a831;Witamina B12;Biotyna-witamina H;Witamina C;Kwas foliowy;Kwas nikotynowy;Pantotenian wapnia;Kwas pantotenowy;Beta-karoten E160a;Chlorek choliny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;;OTU;j.m.;mg;j.m.;mg;mg;mg;mg;mg;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;mg;mg;mg;mg;mg;mg;mg;meq/kg;meq/kg;/kg;/kg;g;g;g;g;g;g;g;g;/kg;/kg;/kg;MJ;Kcal;g;MJ;Kcal;MJ;Kcal;MJ;Kcal;g;MJ;Kcal;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;mg;Kcal;g;g;g;g;g;g;mg;mg;mg;mg;g;g;g;g;g;g;g;g;mg;U;mg;mg;mg;mg;mg;CFU/g;g;mg;mg;mg;mg;mg;g;g;g;g;g;g;mg;j.m.;mg;mg;mg;mg;mcg;mcg;mg;g;mg;mg;mg;mg;mg;mg;mg;mg;mg;g;Kcal;g;g;g;g;mg;mg;mg;CFU/g;mg;g;mg;g;g;mg;CFU/g;CFU/g;mg;mg;mg;VU;VU;Units;U;FTU;FTU;mg;EPU;U;BGU;g;g;g;g;g;g;g;Kcal;g;Kcal;Kcal;mg;CFU/g;CFU/g;CFU/g;mg;g;g;mg;Kcal;mg;g;CFU/g;g;MJ;MJ;mg;g;g;mg;Units;mg;FTU;mg;Kcal;Kcal;Kcal;Kcal;mg;mg;g;CFU/g;CFU/g;g;mg;mg;mg;MJ;mg;MJ;MJ;MJ;g;j.m.;mg;-;g;/kg;mg;g;g;g;g;g;g;g;g;g;MJ;g;%;/kg;mg;mg;mg;U;U;g;g;U;mg;mg;U;U;mg;mg;g;-;-;-;mg;mg;mg;MJ;j.m.;mg;g;mg;mg;j.m.;mg;mcg;mg;mg;mg;j.m.;mg;mg;MJ;mg;g;g;g;g;g;g;g;g;g;mg;g;g;g;g;g;g;mg;mg;mg;mg;FYT;mg;g;MJ;g;g;FXU;g;g;mcg;mg;g;g;CFU/g;CFU/g;g;g;mg;g;mg;mg;mg;mg;mg;mg;g;mg;g;g;g;g;g;g;g;g;g;g;g;g;MJ;MJ;%;mg;kg;Kcal;%;%;Kcal;mg;g;mg;mg;mg;mg;mg;IU;mg;mg;g;g;g;g;g;mg;Index;-;g;g;%;-;mg;-;mg;mg;g;g;mg;g;mg;Kcal;mg;mg;g;IU;g;mg;mg;g;-;mg;mg;mg;mg;mg;mg;mg;mg;g;g;g;g;mg;IU;mg;mg;mg;mg;mg;mg;mg;mg;IU;mg;g;g;g;g;mg;mg;L;g;g;mg;g;g;g;g;mg;g;mg;g;g;U;g;g;g;g;g;g;g;%;%;kg;g;mg;mg;mg;mcg;mcg;mg;mg;mg;mg;mg;mg;mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;;OTU/g;j.m;mg;j.m;mg;mg;mg;mg;mg;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;mg;mg;mg;mg;mg;mg;mg;meq/kg;meq/kg;/kg;/kg;g;g;g;g;g;g;g;g;/kg;/kg;/kg;MJ;Kcal;g;MJ;Kcal;MJ;Kcal;MJ;Kcal;g;MJ;Kcal;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;mg;Kcal;g;g;g;g;g;g;mg;mg;mg;mg;g;g;g;g;g;g;g;g;mg;U/g;mg;mg;mg;mg;mg;CFU/g;g;mg;mg;mg;mg;mg;g;g;g;g;g;g;mg;j.m;mg;mg;mg;mg;mcg;mcg;mg;g;mg;mg;mg;mg;mg;mg;mg;mg;mg;g;Kcal;g;g;g;g;mg;mg;mg;CFU/g;mg;g;mg;g;g;mg;CFU/g;CFU/g;mg;mg;mg;VU/g;VU/g;Units;U/g;FTU/g;FTU/g;mg;EPU;U/g;BGU;g;g;g;g;g;g;g;Kcal;g;Kcal;Kcal;mg;CFU/g;CFU/g;CFU/g;mg;g;g;mg;Kcal;mg;g;CFU/g;g;MJ;MJ;mg;g;g;mg;Units;mg;FTU/g;mg;Kcal;Kcal;Kcal;Kcal;mg;mg;g;CFU/g;CFU/g;g;mg;mg;mg;MJ;mg;MJ;MJ;MJ;g;j.m;mg;-;g;/kg;mg;g;g;g;g;g;g;g;g;g;MJ;g;%;/kg;mg;mg;mg;U/g;U/g;g;g;U/g;mg;mg;U/g;U/g;mg;mg;g;-;-;-;mg;mg;mg;MJ;j.m;mg;g;mg;mg;j.m;mg;mcg;mg;mg;mg;j.m;mg;mg;MJ;mg;g;g;g;g;g;g;g;g;g;mg;g;g;g;g;g;g;mg;mg;mg;mg;FYT/kg;mg;g;MJ;g;g;FXU/kg;g;g;mcg;mg;g;g;CFU/g;CFU/g;g;g;mg;g;mg;mg;mg;mg;mg;mg;g;mg;g;g;g;g;g;g;g;g;g;g;g;g;MJ;MJ;%;mg;kg;Kcal;%;%;Kcal;mg;g;mg;mg;mg;mg;mg;IU;mg;mg;g;g;g;g;g;mg;Index;-;g;g;%;-;mg;-;mg;mg;g;g;mg;g;mg;Kcal;mg;mg;g;IU;g;mg;mg;g;-;mg;mg;mg;mg;mg;mg;mg;mg;g;g;g;g;mg;IU;mg;mg;mg;mg;mg;mg;mg;mg;IU;mg;g;g;g;g;mg;mg;L;g;g;mg;g;g;g;g;mg;g;mg;g;g;U/g;g;g;g;g;g;g;g;%;%;kg;g;mg;mg;mg;mcg;mcg;mg;mg;mg;mg;mg;mg;mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183001-24;Witamina A 1000;;;;1000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;970;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
